ASVID,S01AUG.MCS.09,S01JUL22.KIT1.KITOME.09,S05JUL22.MCS,S07SEP22.EXT12,S09Feb23.Soil.F13.Rep1,S09Feb23.Soil.F13.Rep2,S09Feb23.Soil.F13.Rep3,S09Feb23.Soil.F8.Rep.1,S09Feb23.Soil.F8.Rep.2,S09Feb23.Soil.F8.Rep.3,S11JAN22.GTEXT1.09,S12JAN22.GTEXT10.09,S12JAN22.GTEXT2.09,S12JAN22.GTEXT5.09,S12JAN22.GTEXT6.09,S12JAN22.GTEXT7.09,S12JAN22.GTEXT8.09,S12JAN22.GTEXT9.09,S13JAN22.GTEXT1.09,S13JAN22.GTEXT2.09,S13JAN22.GTEXT3.09,S13JAN22.GTEXT4.09,S13JAN22.GTEXT5.09,S13JAN22.GTEXT6.09,S13JAN22.GTEXT7.09,S13JAN22.GTEXT8.09,S13JAN22.GTEXT9.09,S15SEP22.SOIL08.09,S15SEP22.SOIL13.09,S28JAN22.GTEXT02.09,S28JAN22.GTEXT03.09,S28JAN22.GTEXT05.09,S28JAN22.GTEXT06.09,S28JAN22.GTEXT07.09,S28JAN22.GTEXT08.09,S28JAN22.GTEXT09.09,S28JAN22.GTEXT10.09,S28JAN22.GTEXT11.09,S28JAN22.GTEXT12.09,S28JAN22.GTEXT13.09,S28JAN22.GTEXT14.09,POWERSOILKITOME1,POWERSOILKITOME2,POWERSOILKITOME3
ASV_1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1655,0,0,0,0,0,0,0,77,103,150,0,0,0,0,0,254,0,0,0,0,0,162,0,0,0,0,1183,0,100,0,0,0,0,0,0,0,0,0,0,132,299,0,0,0
ASV_1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0
ASV_1657,0,0,0,0,87,76,107,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1658,0,0,0,0,0,0,46,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,77,0,0,0,0
ASV_1659,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,87,0,177,371,0,0,0,0,0,253,0,43,0,0,0,0
ASV_1660,0,0,0,0,0,0,23,0,0,97,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1661,0,0,0,0,0,0,0,0,186,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1662,0,0,0,0,0,0,165,49,46,0,0,0,322,0,0,0,0,0,0,0,0,0,177,322,477,0,0,0,322,0,0,0,0,0,0,0,0,0,332,0,131,0,0,0
ASV_1663,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0
ASV_1664,0,0,0,0,0,0,0,0,0,258,0,0,130,0,0,0,0,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,243,428,0,0,0,0,0
ASV_1665,0,0,0,0,252,0,0,0,0,0,0,500,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,261,0,0,404,0,0,0,0,0,0,0,0,109,0,0,0
ASV_1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0
ASV_1668,0,0,0,0,0,0,0,0,0,0,0,65,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1669,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1670,0,0,0,0,462,369,328,316,439,507,0,223,195,0,0,0,0,769,0,0,0,0,0,303,0,422,0,0,833,0,0,477,0,0,0,0,0,331,0,148,0,0,0,0
ASV_1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,405,78,0,0,0,0
ASV_1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0
ASV_1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0
ASV_1674,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0
ASV_1675,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1678,0,0,0,0,0,315,319,0,347,0,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,0,0,0,270,0,0,938,0,0,0,0,0,0,727,209,0,0,0,0
ASV_1679,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1680,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1681,0,0,0,0,0,0,0,0,0,50,0,0,0,139,0,0,0,0,0,0,0,484,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1682,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1683,0,0,0,0,0,0,0,0,0,83,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0
ASV_1685,0,0,0,0,0,0,0,0,60,77,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1686,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1687,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1688,0,0,0,0,0,0,0,188,174,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1689,0,0,0,0,70,32,138,275,162,100,0,0,0,0,0,0,177,0,0,0,0,0,64,0,19,0,683,0,150,0,0,70,683,0,0,0,0,22,0,161,542,0,0,0
ASV_1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1691,0,0,0,0,89,46,68,40,103,59,0,0,257,0,0,0,0,0,790,0,0,0,0,68,0,0,0,0,160,0,0,0,0,0,0,0,0,664,0,0,0,0,0,0
ASV_1692,0,0,0,0,41,169,0,91,141,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,246,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0
ASV_1693,0,0,0,0,57,39,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1694,0,0,0,0,282,0,425,67,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1696,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1697,0,0,0,0,0,0,0,30,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1698,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1699,0,0,0,0,41,55,0,26,35,30,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1701,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1702,0,0,0,0,440,287,265,286,144,91,0,0,0,349,75,0,0,0,0,0,0,702,122,0,0,356,0,0,694,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
ASV_1703,0,0,0,0,0,0,0,151,127,0,0,0,0,219,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1704,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1705,0,0,0,0,0,0,0,58,0,0,0,0,119,0,177,0,0,335,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1706,0,0,0,0,44,67,30,173,359,461,0,0,0,0,152,0,0,625,0,395,0,0,0,0,0,976,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1707,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1708,0,0,0,0,0,0,0,82,175,202,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1709,0,0,0,0,106,71,56,85,236,487,0,208,332,237,171,205,0,0,838,0,0,367,0,0,256,1006,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1710,0,0,0,0,50,0,32,92,173,199,0,0,0,111,126,0,0,0,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1712,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1714,0,0,0,0,0,0,0,0,0,0,0,220,369,0,187,0,0,0,0,0,157,0,0,0,228,270,0,0,14,0,0,0,0,97,0,0,0,0,395,107,0,0,0,0
ASV_1715,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,106,0,0,0,0,0,0,0,0,0,0,0,0,909,0,0,21,0,0,0,0
ASV_1716,0,0,0,0,0,0,0,0,0,55,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
ASV_1717,0,0,0,0,4,0,0,89,0,108,0,79,100,0,758,0,0,0,0,0,40,0,231,70,0,1920,0,0,46,0,0,45,0,397,0,0,0,668,424,156,0,0,0,0
ASV_1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0
ASV_1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1720,0,0,0,0,0,0,0,0,0,0,0,392,291,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0
ASV_1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1722,0,0,0,0,0,0,0,51,50,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0
ASV_1725,0,0,0,0,0,0,0,4,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,21,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0
ASV_1726,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,202,447,0,876,723,0,50,527,931,168,167,787,277,0,63,176,0,294,0,369,0,0,0,0,0,73,0,0,0,0
ASV_1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,167,666,0,0,22,0,0,0,78,0,926,0,0,0,0,0,0,0,0,0
ASV_1729,0,0,0,0,0,0,0,0,11,21,0,359,0,173,361,0,0,0,218,0,0,0,0,0,0,151,0,0,6,0,0,0,0,169,0,0,0,0,0,89,0,0,0,0
ASV_1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1732,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0
ASV_1733,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1734,0,0,0,0,0,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1735,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1736,0,0,0,0,0,0,0,0,0,5,0,0,0,0,294,0,0,455,0,0,161,0,0,0,0,127,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0
ASV_1737,0,0,0,0,0,0,0,6,8,3,461,346,862,0,96,0,0,0,0,0,283,0,0,326,0,0,294,0,25,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0
ASV_1738,0,0,0,0,0,0,0,0,23,3,0,348,159,0,269,0,407,0,0,0,0,0,0,0,130,363,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1739,0,0,0,0,0,0,0,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,67,0,0,0,0,0,0,0,107,254,0,0,0
ASV_1741,0,0,0,0,0,0,0,105,58,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1742,0,0,0,0,0,0,0,42,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1743,0,0,0,0,0,38,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0
ASV_1744,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1748,0,0,0,0,0,0,0,60,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1749,0,0,0,0,0,0,12,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1750,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1751,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0
ASV_1753,0,0,0,0,23,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1754,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1755,0,0,0,0,0,0,0,52,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0
ASV_1756,0,0,0,0,0,0,0,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1757,0,0,0,0,463,391,521,863,403,1215,0,300,467,356,848,0,0,339,0,0,580,0,323,0,189,1056,21,0,1559,0,0,896,0,0,1118,0,0,0,0,519,0,0,0,0
ASV_1758,0,0,0,0,0,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1759,0,0,0,0,0,0,0,34,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1760,0,0,0,0,83,45,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,167,0,2685,642,817,514,0,1768,438,1401,0,0,0
ASV_1761,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1762,0,0,0,0,0,0,0,49,116,0,0,576,0,130,74791,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
ASV_1763,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1765,0,0,0,0,0,0,0,0,0,0,0,113,0,0,72,438,946,0,0,0,0,0,411,0,0,0,0,0,0,0,0,397,408,0,0,0,0,0,0,0,0,0,0,0
ASV_1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1767,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1769,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1770,0,0,0,0,199,87,98,443,268,414,0,92,1505,238,0,0,0,0,0,1018,0,0,513,0,0,0,0,0,71,0,0,239,0,0,0,0,0,0,0,0,275,0,0,0
ASV_1771,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1773,0,0,0,0,131,0,235,206,72,92,490,337,173,1154,2187,0,0,0,0,411,1277,0,1253,0,1054,789,1889,0,722,0,0,0,0,125,0,0,0,0,508,313,177,0,0,0
ASV_1774,0,0,0,0,30,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1775,0,0,0,0,0,0,0,226,223,96,0,280,206,142,178,0,616,0,0,0,0,0,70,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1776,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1777,0,0,0,0,0,0,0,0,0,0,273,0,205,42,428,0,1268,0,0,970,0,0,753,212,0,0,59,0,0,0,0,0,0,117,0,0,246,0,0,0,0,0,0,0
ASV_1778,0,0,0,0,4,0,0,12,0,11,885,1082,0,0,521,0,0,0,428,593,0,0,0,0,165,375,0,0,0,0,0,0,0,0,0,0,0,0,0,22,171,0,0,0
ASV_1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,803,0,0,1488,0,0,155,0,0,0,0,0,266,389,0,0,0,0
ASV_1780,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,808,0,214,0,0,0,0,0,0,0
ASV_1781,0,95,0,0,0,0,0,0,0,0,0,214,86,213,0,0,0,506,79,0,341,0,379,0,54,0,0,0,0,0,0,145,1281,153,0,0,1013,0,125,0,0,158,0,0
ASV_1782,0,852,0,0,0,0,0,16,0,0,0,0,55,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0
ASV_1785,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1786,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,247,0,0,0,0,581,0,0,0,187,0,0,0,0,0,0,284,0,0,470,0,0,357,0,0,0,0,0,0
ASV_1787,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,104,0,0,0,0,0
ASV_1788,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1790,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,210,0,0,0,0,274,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1791,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1792,0,0,0,0,0,0,0,0,140,0,964,3787,140,2951,745,1258,2209,2393,2143,1477,2436,2076,3094,2814,1737,5066,1627,0,157,0,0,0,0,0,1853,0,0,385,69,0,0,0,0,0
