ASVID,Domain,Phylum,Class,Order,Family,Genus,Species
ASV_1147,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__SM1A02,D_6__metagenome
ASV_1148,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__SM1A02,D_6__uncultured Phycisphaeraceae bacterium
ASV_1149,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__SM1A02,D_6__uncultured Planctomycetaceae bacterium
ASV_1150,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__SM1A02,D_6__uncultured Planctomycetales bacterium
ASV_1151,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__SM1A02,D_6__uncultured anaerobic ammonium-oxidizing bacterium
ASV_1152,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__SM1A02,D_6__uncultured bacterium
ASV_1153,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__SM1A02,D_6__uncultured prokaryote
ASV_1154,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__SM1A02,D_6__uncultured soil bacterium
ASV_1155,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__SM1A02,NA
ASV_1156,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__uncultured,D_6__metagenome
ASV_1157,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1158,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__uncultured,D_6__uncultured soil bacterium
ASV_1159,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Pla1 lineage,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1160,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Pla1 lineage,NA,NA,NA
ASV_1161,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__S-70,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1162,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__CPla-3 termite group,D_5__metagenome,D_6__metagenome
ASV_1163,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__CPla-3 termite group,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1164,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__CPla-3 termite group,NA,NA
ASV_1165,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__Tepidisphaeraceae,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1166,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,Ambiguous_taxa,Ambiguous_taxa
ASV_1167,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,D_5__Planctomycetales bacterium Ellin7224,D_6__Planctomycetales bacterium Ellin7224
ASV_1168,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,D_5__planctomycete WWH14,D_6__planctomycete WWH14
ASV_1169,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,D_5__planctomycete WY108,D_6__planctomycete WY108
ASV_1170,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1171,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,D_5__uncultured eubacterium WD283,D_6__uncultured eubacterium WD283
ASV_1172,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,D_5__uncultured planctomycete,D_6__uncultured planctomycete
ASV_1173,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_1174,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,NA,NA
ASV_1175,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__mle1-8,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1176,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__mle1-8,D_4__uncultured planctomycete,D_5__uncultured planctomycete,D_6__uncultured planctomycete
ASV_1177,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,NA,NA,NA,NA
ASV_1178,D_0__Bacteria,D_1__Planctomycetes,D_2__Pla3 lineage,D_3__uncultured soil bacterium PBS-II-37,D_4__uncultured soil bacterium PBS-II-37,D_5__uncultured soil bacterium PBS-II-37,D_6__uncultured soil bacterium PBS-II-37
ASV_1179,D_0__Bacteria,D_1__Planctomycetes,D_2__Pla4 lineage,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_1180,D_0__Bacteria,D_1__Planctomycetes,D_2__Pla4 lineage,D_3__metagenome,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_1181,D_0__Bacteria,D_1__Planctomycetes,D_2__Pla4 lineage,D_3__uncultured prokaryote,D_4__uncultured prokaryote,D_5__uncultured prokaryote,D_6__uncultured prokaryote
ASV_1182,D_0__Bacteria,D_1__Planctomycetes,D_2__Pla4 lineage,NA,NA,NA,NA
ASV_1183,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Fimbriiglobus,Ambiguous_taxa
ASV_1184,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Fimbriiglobus,D_6__Gemmata sp. Br1-2
ASV_1185,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Fimbriiglobus,D_6__Gemmata sp. Io1-6
ASV_1186,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Fimbriiglobus,D_6__metagenome
ASV_1187,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Fimbriiglobus,D_6__uncultured Gemmata sp.
ASV_1188,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Fimbriiglobus,D_6__uncultured Planctomycetales bacterium
ASV_1189,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Fimbriiglobus,D_6__uncultured bacterium
ASV_1190,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Fimbriiglobus,D_6__uncultured planctomycete
ASV_1191,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Fimbriiglobus,NA
ASV_1192,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Gemmata,Ambiguous_taxa
ASV_1193,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Gemmata,D_6__Gemmata-like str. CJuql4
ASV_1194,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Gemmata,D_6__bacterium enrichment culture clone KIST-JJY169
ASV_1195,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Gemmata,D_6__metagenome
ASV_1196,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Gemmata,D_6__uncultured Gemmata sp.
ASV_1197,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Gemmata,D_6__uncultured Planctomycetales bacterium
ASV_1198,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Gemmata,D_6__uncultured bacterium
ASV_1199,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Gemmata,D_6__uncultured planctomycete
ASV_1200,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Gemmata,D_6__uncultured soil bacterium
ASV_1201,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Gemmata,NA
ASV_1202,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Telmatocola,D_6__metagenome
ASV_1203,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Telmatocola,D_6__uncultured planctomycete
ASV_1204,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Zavarzinella,D_6__uncultured bacterium
ASV_1205,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Zavarzinella,NA
ASV_1206,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,Ambiguous_taxa
ASV_1207,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__Planctomycetaceae bacterium SCGC AG-212-F19
ASV_1208,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__metagenome
ASV_1209,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured Planctomycetaceae bacterium
ASV_1210,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured Planctomycetales bacterium
ASV_1211,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured Planctomycetia bacterium
ASV_1212,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured Zavarzinella sp.
ASV_1213,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1214,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured planctomycete
ASV_1215,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured soil bacterium
ASV_1216,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,NA
ASV_1217,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,NA,NA
ASV_1218,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Aquisphaera,Ambiguous_taxa
ASV_1219,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Aquisphaera,D_6__uncultured bacterium
ASV_1220,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Aquisphaera,D_6__uncultured planctomycete
ASV_1221,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Aquisphaera,NA
ASV_1222,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Candidatus Nostocoida,D_6__uncultured soil bacterium
ASV_1223,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Candidatus Nostocoida,NA
ASV_1224,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Paludisphaera,Ambiguous_taxa
ASV_1225,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Paludisphaera,D_6__uncultured bacterium
ASV_1226,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Singulisphaera,Ambiguous_taxa
ASV_1227,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Singulisphaera,D_6__Nostocoida limicola III
ASV_1228,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Singulisphaera,D_6__bacterium Ellin5111
ASV_1229,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Singulisphaera,D_6__uncultured bacterium
ASV_1230,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Singulisphaera,NA
ASV_1231,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__uncultured,Ambiguous_taxa
ASV_1232,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__uncultured,D_6__Singulisphaera sp. WX23
ASV_1233,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__uncultured,D_6__metagenome
ASV_1234,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__uncultured,D_6__uncultured Isosphaera sp.
ASV_1235,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__uncultured,D_6__uncultured Singulisphaera sp.
ASV_1236,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1237,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__uncultured,D_6__uncultured planctomycete
ASV_1238,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__uncultured,NA
ASV_1239,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,NA,NA
ASV_1240,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Blastopirellula,D_6__metagenome
ASV_1241,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Blastopirellula,D_6__uncultured Planctomycetaceae bacterium
ASV_1242,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Blastopirellula,NA
ASV_1243,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Candidatus Anammoximicrobium,NA
ASV_1244,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir1 lineage,D_6__uncultured bacterium
ASV_1245,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir2 lineage,D_6__uncultured planctomycete
ASV_1246,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir2 lineage,NA
ASV_1247,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir3 lineage,NA
ASV_1248,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir4 lineage,Ambiguous_taxa
ASV_1249,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir4 lineage,D_6__Pirellula sp.
ASV_1250,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir4 lineage,D_6__metagenome
ASV_1251,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir4 lineage,D_6__uncultured Pirellula sp.
ASV_1252,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir4 lineage,D_6__uncultured Planctomycetaceae bacterium
ASV_1253,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir4 lineage,D_6__uncultured Planctomycetales bacterium
ASV_1254,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir4 lineage,D_6__uncultured bacterium
ASV_1255,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir4 lineage,D_6__uncultured soil bacterium
ASV_1256,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir4 lineage,D_6__wastewater metagenome
ASV_1257,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pir4 lineage,NA
ASV_1258,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,Ambiguous_taxa
ASV_1259,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__Pirellula sp. Br1-4
ASV_1260,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__agricultural soil bacterium SC-I-28
ASV_1261,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__bacterium enrichment culture clone B161(2011)
ASV_1262,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__metagenome
ASV_1263,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__uncultured Pasteuria sp.
ASV_1264,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__uncultured Pirellula sp.
ASV_1265,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__uncultured Planctomycetaceae bacterium
ASV_1266,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__uncultured Planctomycetales bacterium
ASV_1267,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__uncultured planctomycete
ASV_1268,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,NA
ASV_1269,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,Ambiguous_taxa
ASV_1270,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,D_6__metagenome
ASV_1271,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,D_6__uncultured Pasteuria sp.
ASV_1272,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,D_6__uncultured Planctomycetaceae bacterium
ASV_1273,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1274,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,D_6__uncultured deep-sea bacterium
ASV_1275,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,D_6__uncultured forest soil bacterium
ASV_1276,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,D_6__uncultured sludge bacterium A17
ASV_1277,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,D_6__uncultured sludge bacterium A40
ASV_1278,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,D_6__uncultured soil bacterium
ASV_1279,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,NA
ASV_1280,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,NA,NA
ASV_1281,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Gimesiaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1282,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__Planctomicrobium,D_6__Planctomicrobium piriforme
ASV_1283,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__Planctomicrobium,NA
ASV_1284,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__SH-PL14,Ambiguous_taxa
ASV_1285,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__SH-PL14,D_6__Planctomyces sp. SCGC AG-212-M04
ASV_1286,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__SH-PL14,D_6__metagenome
ASV_1287,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__SH-PL14,D_6__uncultured Planctomycetaceae bacterium
ASV_1288,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__SH-PL14,D_6__uncultured bacterium
ASV_1289,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__SH-PL14,D_6__uncultured planctomycete
ASV_1290,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__SH-PL14,NA
ASV_1291,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__uncultured,Ambiguous_taxa
ASV_1292,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__uncultured,D_6__metagenome
ASV_1293,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__uncultured,NA
ASV_1294,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Schlesneriaceae,D_5__Planctopirus,D_6__metagenome
ASV_1295,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Schlesneriaceae,D_5__Planctopirus,D_6__uncultured bacterium
ASV_1296,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Schlesneriaceae,D_5__Planctopirus,D_6__uncultured planctomycete
ASV_1297,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Schlesneriaceae,D_5__Planctopirus,NA
ASV_1298,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Schlesneriaceae,D_5__Schlesneria,Ambiguous_taxa
ASV_1299,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Schlesneriaceae,D_5__Schlesneria,D_6__uncultured bacterium
ASV_1300,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Schlesneriaceae,D_5__Schlesneria,NA
